id,license id,account number,site number,legal name,doing business as name,address,city,state,zip code,ward,precinct,ward precinct,police district,license code,license description,business activity id,business activity,license number,application type,application created date,application requirements complete,payment date,conditional approval,license term start date,license term expiration date,license approved for issuance,date issued,license status,license status change date,ssa,latitude,longitude,location
1937975-20150616,2393558,83011,3,"E R AMBULANCE, INC.","E R AMBULANCE, INC.",7355 S EXCHANGE AVE 1-2,CHICAGO,IL,60649,7,44,7-44,3,1010,Limited Business License,,,1937975,RENEW,,04/15/2015,06/05/2015,N,06/16/2015,06/15/2017,06/05/2015,06/08/2015,AAI,,49,41.761559266,-87.562091587,"(41.76155926634042, -87.56209158683016)"
29022-20160316,2444232,85325,38,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #3030,7530 S STONY ISLAND AVE,CHICAGO,IL,60649,8,50,8-50,4,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,29022,RENEW,,01/15/2016,01/22/2016,N,03/16/2016,03/15/2018,01/22/2016,01/25/2016,AAI,,42,41.757805659,-87.586268258,"(41.75780565854321, -87.58626825801873)"
29021-20160316,2444233,85325,38,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #3030,7530 S STONY ISLAND AVE,CHICAGO,IL,60649,8,50,8-50,4,1474,Package Goods,932 | 774,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,29021,RENEW,,01/15/2016,01/22/2016,N,03/16/2016,03/15/2018,01/22/2016,01/25/2016,AAI,,42,41.757805659,-87.586268258,"(41.75780565854321, -87.58626825801873)"
31037-20161216,2494014,85415,3,ITALIAN FIESTA PIZZERIA INC,"ITALIAN FIESTA PIZZERIA, INC",1919 E 71ST ST # 1ST,CHICAGO,IL,60649,5,42,5-42,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,31037,RENEW,,10/15/2016,11/09/2016,N,12/16/2016,12/15/2018,11/09/2016,11/10/2016,AAI,,42,41.765944737,-87.578025889,"(41.76594473734569, -87.57802588929889)"
1330572-20160316,2444314,85659,91,H&R BLOCK ENTERPRISES LLC,H & R BLOCK TAX SERVICES,2101 E 71ST ST  B,CHICAGO,IL,60649,5,54,5-54,3,1010,Limited Business License,197,Tax Preparation Services,1330572,RENEW,,01/15/2016,02/29/2016,N,03/16/2016,03/15/2018,02/29/2016,03/04/2016,AAI,,42,41.765990001,-87.573787337,"(41.765990001140594, -87.57378733665412)"
68612-20150716,2400508,87154,5,"ILLINOIS TITLE LOANS, INC",ILLINOIS TITLE LOANS,7013  -07017 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,21,5-21,3,1010,Limited Business License,,,68612,RENEW,,05/15/2015,07/10/2015,N,07/16/2015,07/15/2017,07/10/2015,07/13/2015,AAI,,42,41.767475286,-87.585811064,"(41.767475286200906, -87.58581106424559)"
1351679-20161016,2485166,87158,2,"SEE ENGLISH ACCOUNTING & TAX SERVICES, INC.","SEE ENGLISH ACCOUNTING & TAX SERVICES, INC.",1328 E 75TH ST,CHICAGO,IL,60619,8,50,8-50,3,1010,Limited Business License,197,Tax Preparation Services,1351679,RENEW,,08/15/2016,08/28/2016,N,10/16/2016,10/15/2018,08/28/2016,08/29/2016,AAI,,,41.758822943,-87.592075415,"(41.75882294279754, -87.59207541489566)"
31148-20161216,2494053,88741,1,HERBERT FRAZIER,HERBERT BARBER SHOP,7854 S JEFFERY BLVD 1ST,CHICAGO,IL,60649,8,23,8-23,4,1010,Limited Business License,894,Hair Services,31148,RENEW,,10/15/2016,11/25/2016,N,12/16/2016,12/15/2018,11/25/2016,11/28/2016,AAI,,50,41.751807576,-87.576133876,"(41.75180757648306, -87.57613387580533)"
27084-20161216,2494056,89177,1,RONALD K MITCHELL,FABRICARE SUPER LAUNDROMAT,7633 S JEFFERY BLVD 1ST,CHICAGO,IL,60649,8,60,8-60,4,1010,Limited Business License,692,Laundromat - Self Service,27084,RENEW,,10/15/2016,11/06/2016,N,12/16/2016,12/15/2018,11/06/2016,11/07/2016,AAI,,,41.756067575,-87.575936913,"(41.756067574527485, -87.5759369125075)"
31198-20161216,2494058,89510,2,HERBERT FRAZIER,HERBERT'S BARBER SHOP,1954 E 79TH ST 1ST,CHICAGO,IL,60649,8,23,8-23,4,1010,Limited Business License,894,Hair Services,31198,RENEW,,10/15/2016,11/25/2016,N,12/16/2016,12/15/2018,11/25/2016,11/28/2016,AAI,,50,41.751713287,-87.576214505,"(41.751713286809284, -87.57621450536881)"
1046119-20150716,2400531,200448,4,"National Medical Care, Inc.",South Shore Dialysis Center,2420 E 79TH ST 1,CHICAGO,IL,60649,7,57,7-57,4,1010,Limited Business License,,,1046119,RENEW,,05/15/2015,06/19/2015,N,07/16/2015,07/15/2017,06/19/2015,06/22/2015,AAI,,49,41.751850269,-87.56533519,"(41.75185026851955, -87.5653351897725)"
1384094-20161216,2494073,206837,3,"BAKARI SERVICES, INC.",BAKARI SERVICES,1842 E 79TH ST,CHICAGO,IL,60649,8,26,8-26,4,1010,Limited Business License,,,1384094,RENEW,,10/15/2016,12/15/2016,N,12/16/2016,12/15/2018,12/15/2016,12/16/2016,AAI,,50,41.751676176,-87.579166906,"(41.751676175549356, -87.57916690602892)"
2438115-20161216,2494086,211101,2,NEW CHINA BEACH GRILL INC,BIG SHARKS,2424 E 75TH ST 1ST,CHICAGO,IL,60649,7,48,7-48,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2438115,RENEW,,10/15/2016,12/02/2016,N,12/16/2016,12/15/2018,12/02/2016,12/05/2016,AAI,,49,41.759109591,-87.565383412,"(41.759109590638374, -87.56538341238438)"
1742571-20160316,2444430,215516,2,"MUHAMMAD UNIVERSITY OF ISLAM, INC.",SUPREME BEAN PIE,7351 S STONY ISLAND AVE,CHICAGO,IL,60649,8,70,8-70,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1742571,RENEW,,01/15/2016,09/29/2016,N,03/16/2016,03/15/2018,09/29/2016,09/30/2016,AAI,,42,41.760875587,-87.585639445,"(41.760875587474516, -87.58563944491966)"
1144718-20161216,2494097,215597,1,"OPTIMUM VISION, INC.",PEARLE VISION,7257 S JEFFERY BLVD,CHICAGO,IL,60649,5,7,5-7,3,1010,Limited Business License,,,1144718,RENEW,,10/15/2016,12/09/2016,N,12/16/2016,12/15/2018,12/09/2016,12/12/2016,AAI,,,41.76262619,-87.576077222,"(41.762626190347476, -87.57607722167586)"
1145759-20161216,2494101,216203,1,"MORAN FOODS, LLC",SAVE-A-LOT  #852,7240 S STONY ISLAND AVE,CHICAGO,IL,60649,7,9,7-9,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1145759,RENEW,,10/15/2016,11/14/2016,N,12/16/2016,12/15/2018,11/14/2016,11/15/2016,AAI,,42,41.763022365,-87.586390162,"(41.76302236531688, -87.58639016189062)"
1167592-20161216,2494115,217442,1,IBRAHAM OIL INC.,ALL STAR,2310 E 79TH ST,CHICAGO,IL,60649,7,57,7-57,4,1275,Filling Station,666,Operation of a Fuel Filling Station,1167592,RENEW,,10/15/2016,12/15/2016,N,12/16/2016,12/15/2018,12/15/2016,12/15/2016,AAI,,49,41.751817802,-87.56818989,"(41.75181780181581, -87.56818989047763)"
1167591-20161216,2494114,217442,1,IBRAHAM OIL INC.,ALL STAR,2310 E 79TH ST,CHICAGO,IL,60649,7,57,7-57,4,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1167591,RENEW,,10/15/2016,12/15/2016,N,12/16/2016,12/15/2018,12/15/2016,12/15/2016,AAI,,49,41.751817802,-87.56818989,"(41.75181780181581, -87.56818989047763)"
1904780-20161216,2494116,217442,1,IBRAHAM OIL INC.,ALL STAR,2310 E 79TH ST,CHICAGO,IL,60649,7,57,7-57,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1904780,RENEW,,10/15/2016,12/15/2016,N,12/16/2016,12/15/2018,12/15/2016,12/15/2016,AAI,,49,41.751817802,-87.56818989,"(41.75181780181581, -87.56818989047763)"
1194388-20161216,2494129,220356,1,ANTOINE DPADOU YAMEOGO,FASO DIDI AFRICAN HAIRBRAIDING,2216 E 79TH ST,CHICAGO,IL,60649,7,57,7-57,4,1010,Limited Business License,894,Hair Services,1194388,RENEW,,10/15/2016,12/14/2016,N,12/16/2016,12/15/2018,12/14/2016,12/15/2016,AAI,,49,41.751787264,-87.570372237,"(41.751787264061015, -87.57037223711032)"
1647096-20161216,2494142,229936,2,CATRICE LASHUN MOORE,HAIR 4 U SALON,7205 S EXCHANGE AVE,CHICAGO,IL,60649,7,40,7-40,3,1010,Limited Business License,894,Hair Services,1647096,RENEW,,10/15/2016,12/12/2016,N,12/16/2016,12/15/2018,12/12/2016,12/13/2016,AAI,,49,41.764418482,-87.564657196,"(41.76441848211073, -87.56465719586507)"
2232744-20150616,2393991,245185,2,"75TH STREET ENTERTAINMENT, INC.",CLUB ESCAPE,1530 E 75TH ST,CHICAGO,IL,60619,8,50,8-50,3,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2232744,RENEW,,04/15/2015,06/12/2015,N,06/16/2015,06/15/2017,06/12/2015,06/12/2015,AAI,,42,41.758864314,-87.587219247,"(41.75886431411593, -87.58721924748251)"
2205976-20160716,2466481,245499,4,"UJAMAA CONSTRUCTION, INC.",UJAMAA CONSTRUCTION INC,7744 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,12,5-12,4,4404,Regulated Business License,673,Home Repair Services,2205976,RENEW,,05/15/2016,06/15/2016,N,07/16/2016,07/15/2018,06/15/2016,06/16/2016,AAI,,42,41.753912725,-87.586238271,"(41.753912724962525, -87.58623827067596)"
2164005-20160716,2466480,245499,4,"UJAMAA CONSTRUCTION, INC.",UJAMAA CONSTRUCTION INC,7744 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,12,5-12,4,1010,Limited Business License,895,Nail Services,2164005,RENEW,,05/15/2016,06/15/2016,N,07/16/2016,07/15/2018,06/15/2016,06/16/2016,AAI,,42,41.753912725,-87.586238271,"(41.753912724962525, -87.58623827067596)"
2189299-20161216,2494181,249904,1,"ZT DOLLAR EXCHANGE, INC.","Z T DOLLAR EXCHANGE, INC.",2429 E 72ND ST,CHICAGO,IL,60649,7,40,7-40,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2189299,RENEW,,10/15/2016,11/17/2016,N,12/16/2016,12/15/2018,11/17/2016,11/18/2016,AAI,,49,41.764339217,-87.56537068,"(41.764339216775696, -87.5653706801239)"
1249743-20161216,2494182,249904,1,"ZT DOLLAR EXCHANGE, INC.","Z T DOLLAR EXCHANGE, INC.",2429 E 72ND ST,CHICAGO,IL,60649,7,40,7-40,3,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1249743,RENEW,,10/15/2016,11/17/2016,N,12/16/2016,12/15/2018,11/17/2016,11/18/2016,AAI,,49,41.764339217,-87.56537068,"(41.764339216775696, -87.5653706801239)"
2334793-20160616,2460457,250833,3,MARILYN H. JOHNSON,"MHJOHNSON & ASSOCIATES, INC.",7742 S LUELLA AVE 1ST,CHICAGO,IL,60649,7,57,7-57,4,4404,Regulated Business License,724,Other Home Occupations,2334793,RENEW,,04/15/2016,05/20/2016,N,06/16/2016,06/15/2018,05/20/2016,05/23/2016,AAI,,,41.754040119,-87.57008111,"(41.75404011909952, -87.5700811104183)"
2215812-20161016,2485379,250979,1,"Stepping Stones Early Childhood Learning Center, Inc.",Stepping Stones Early Childhood Learning Center,1300 E 75TH ST,CHICAGO,IL,60619,8,50,8-50,3,1023,Children's Services Facility License,823 | 825 | 822,"Supervision of, and Care for, Children 2-6 Years of Age, During the Day Between 6am-9pm | Supervision of, and Care for, Children Under 2 Years of Age, During the Day Between 6am-9pm | Supervision of, and Care for Children, During the Evening Between 9pm-6am",2215812,RENEW,,08/15/2016,10/20/2016,N,10/16/2016,10/15/2018,10/27/2016,10/27/2016,AAI,,,41.758811165,-87.59317053,"(41.758811164964605, -87.59317052970165)"
2215813-20150516,2387943,251609,3,COLORS FOR TOTS DAYCARE CENTER INCORPORATED,Colors For Tots Daycare Center,2253-2257 E 71ST ST 1,CHICAGO,IL,60649,5,54,5-54,3,1023,Children's Services Facility License,820,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day Between 6am-9pm",2215813,RENEW,,03/15/2015,05/15/2015,N,05/16/2015,05/15/2017,05/27/2015,05/28/2015,AAI,,42,41.766034127,-87.569270854,"(41.76603412696048, -87.56927085397123)"
1331469-20161216,2494212,257899,1,P K PETRO INC.,Stony Shell,7001 S STONY ISLAND AVE,CHICAGO,IL,60649,5,21,5-21,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1331469,RENEW,,10/15/2016,11/29/2016,N,12/16/2016,12/15/2018,11/29/2016,11/30/2016,AAI,,42,41.767797623,-87.585819918,"(41.76779762303839, -87.58581991823232)"
1331470-20161216,2494213,257899,1,P K PETRO INC.,Stony Shell,7001 S STONY ISLAND AVE,CHICAGO,IL,60649,5,21,5-21,3,1275,Filling Station,666,Operation of a Fuel Filling Station,1331470,RENEW,,10/15/2016,11/29/2016,N,12/16/2016,12/15/2018,11/29/2016,11/30/2016,AAI,,42,41.767797623,-87.585819918,"(41.76779762303839, -87.58581991823232)"
1331471-20161216,2494211,257899,1,P K PETRO INC.,Stony Shell,7001 S STONY ISLAND AVE,CHICAGO,IL,60649,5,21,5-21,3,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1331471,RENEW,,10/15/2016,11/29/2016,N,12/16/2016,12/15/2018,11/29/2016,11/30/2016,AAI,,42,41.767797623,-87.585819918,"(41.76779762303839, -87.58581991823232)"
1932808-20161216,2494214,258105,1,JOHN R BOLDEN,7139 SELF PARK,7139 S EXCHANGE AVE,CHICAGO,IL,60649,7,40,7-40,3,1003,Public Garage,725,Provide Parking Spaces For a Fee -Available and Advertised to the Public,1932808,RENEW,,10/15/2016,10/28/2016,N,12/16/2016,12/15/2018,10/28/2016,10/28/2016,AAI,,49,41.765323061,-87.56547171,"(41.765323060530186, -87.56547170951188)"
2206253-20161216,2494245,263006,1,JULIA E PERKINS,MBMD STRATEGIC CONSULTANTS,6757 S JEFFERY BLVD,CHICAGO,IL,60649,5,31,5-31,3,4404,Regulated Business License,724,Other Home Occupations,2206253,RENEW,,10/15/2016,11/28/2016,N,12/16/2016,12/15/2018,11/28/2016,11/29/2016,AAI,,,41.77177874,-87.576304463,"(41.77177873961233, -87.57630446261723)"
1356785-20161216,2494247,263606,1,JOSEPHINE GANDONOU,LES PETITS MARSEILLAIS,2602 E 79TH ST,CHICAGO,IL,60649,7,3,7-3,4,1010,Limited Business License,894,Hair Services,1356785,RENEW,,10/15/2016,12/12/2016,N,12/16/2016,12/15/2018,12/12/2016,12/12/2016,AAI,,49,41.751906452,-87.561249868,"(41.75190645167074, -87.5612498677614)"
2476111-20160622,2476111,273074,4,"GLOBAL COLLECTION, INC.","GLOBAL COLLECTION, INC.",2118 E 71ST ST 1S,CHICAGO,IL,60649,5,47,5-47,3,1010,Limited Business License,708,Miscellaneous Commercial Services,2476111,ISSUE,06/21/2016,06/21/2016,06/21/2016,N,06/22/2016,06/15/2018,06/21/2016,06/22/2016,AAI,,42,41.766381246,-87.573034681,"(41.76638124608444, -87.57303468131543)"
1493023-20161216,2494329,277003,1,"A&D PROPERTY SERVICES, INC.",A&D PROPERTY SERVICES INC.,7344-7350 S EXCHANGE AVE,CHICAGO,IL,60649,7,23,7-23,3,1010,Limited Business License,,,1493023,RENEW,,10/15/2016,10/28/2016,N,12/16/2016,12/15/2018,10/28/2016,10/31/2016,AAI,,49,41.761487741,-87.562648524,"(41.761487740802615, -87.56264852352732)"
2217662-20161216,2494328,277003,1,"A&D PROPERTY SERVICES, INC.",A&D PROPERTY SERVICES INC.,7344-7350 S EXCHANGE AVE,CHICAGO,IL,60649,7,23,7-23,3,4404,Regulated Business License,673,Home Repair Services,2217662,RENEW,,10/15/2016,10/28/2016,N,12/16/2016,12/15/2018,10/28/2016,10/31/2016,AAI,,49,41.761487741,-87.562648524,"(41.761487740802615, -87.56264852352732)"
1644984-20161216,2494334,277801,1,W.M.I.-SYRIA INCORPORATED,GOLO FUEL & MINI MART,7600 S EXCHANGE AVE,CHICAGO,IL,60649,7,28,7-28,4,1275,Filling Station,666,Operation of a Fuel Filling Station,1644984,RENEW,,10/15/2016,11/21/2016,N,12/16/2016,12/15/2018,11/21/2016,11/22/2016,AAI,,49,41.75715636,-87.558408913,"(41.75715635980157, -87.55840891304999)"
1494619-20161216,2494333,277801,1,W.M.I.-SYRIA INCORPORATED,GOLO FUEL & MINI MART,7600 S EXCHANGE AVE,CHICAGO,IL,60649,7,28,7-28,4,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1494619,RENEW,,10/15/2016,11/21/2016,N,12/16/2016,12/15/2018,11/21/2016,11/22/2016,AAI,,49,41.75715636,-87.558408913,"(41.75715635980157, -87.55840891304999)"
1494617-20161216,2494335,277801,1,W.M.I.-SYRIA INCORPORATED,GOLO FUEL & MINI MART,7600 S EXCHANGE AVE,CHICAGO,IL,60649,7,28,7-28,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1494617,RENEW,,10/15/2016,11/21/2016,N,12/16/2016,12/15/2018,11/21/2016,11/22/2016,AAI,,49,41.75715636,-87.558408913,"(41.75715635980157, -87.55840891304999)"
1495344-20161216,2494338,278223,1,KMS PETRO MART INC.,FUEL STAR,7601 S JEFFERY BLVD,CHICAGO,IL,60649,8,60,8-60,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1495344,RENEW,,10/15/2016,11/22/2016,N,12/16/2016,12/15/2018,11/22/2016,11/23/2016,AAI,,,41.756970096,-87.575954462,"(41.756970096425285, -87.5759544623306)"
1495346-20161216,2494340,278223,1,KMS PETRO MART INC.,FUEL STAR,7601 S JEFFERY BLVD,CHICAGO,IL,60649,8,60,8-60,4,1275,Filling Station,666,Operation of a Fuel Filling Station,1495346,RENEW,,10/15/2016,11/22/2016,N,12/16/2016,12/15/2018,11/22/2016,11/23/2016,AAI,,,41.756970096,-87.575954462,"(41.756970096425285, -87.5759544623306)"
1495350-20161216,2494339,278223,1,KMS PETRO MART INC.,FUEL STAR,7601 S JEFFERY BLVD,CHICAGO,IL,60649,8,60,8-60,4,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1495350,RENEW,,10/15/2016,11/22/2016,N,12/16/2016,12/15/2018,11/22/2016,11/23/2016,AAI,,,41.756970096,-87.575954462,"(41.756970096425285, -87.5759544623306)"
1515697-20161216,2494348,279697,1,AFI KOUEVI-GOU,NASSI AFRICAN HAIR BRAIDING,2730 E 79TH ST,CHICAGO,IL,60649,7,3,7-3,4,1010,Limited Business License,894,Hair Services,1515697,RENEW,,10/15/2016,11/29/2016,N,12/16/2016,12/15/2018,11/29/2016,11/30/2016,AAI,,49,41.75196286,-87.557171919,"(41.75196286034259, -87.55717191880866)"
1517606-20160716,2466935,280502,4,AUTOZONE PARTS INC,AUTOZONE #2569,7600 S STONY ISLAND AVE,CHICAGO,IL,60649,5,12,5-12,4,1010,Limited Business License,,,1517606,RENEW,,05/15/2016,06/15/2016,N,07/16/2016,07/15/2018,06/15/2016,06/16/2016,AAI,,42,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
2303859-20151116,2425895,281969,3,JEAN L. DE SAVIEU,JEAN DE SAVIEU,2721 E 76TH ST 2ND,CHICAGO,IL,60649,7,10,7-10,4,4406,Peddler License,915 | 770,"Street Performer, Moving Along the Public Way (Special) | Peddler - Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way (Special)",2303859,RENEW,,09/15/2015,12/02/2015,N,11/16/2015,11/15/2017,,12/02/2015,AAI,,49,41.757608335,-87.557296598,"(41.75760833502776, -87.55729659805424)"
2217665-20161216,2494361,281994,1,TRUDY S. MOORE,ROYAL T PRODUCTIONS,6910 S OGLESBY AVE 1,CHICAGO,IL,60649,5,26,5-26,3,4404,Regulated Business License,724,Other Home Occupations,2217665,RENEW,,10/15/2016,10/27/2016,N,12/16/2016,12/15/2018,10/27/2016,10/28/2016,AAI,,,41.769509722,-87.568379911,"(41.76950972244646, -87.56837991148502)"
1544310-20161216,2494367,283550,1,HANY H. MUHAMMAD,123 CONNECT,2401 E 75TH ST,CHICAGO,IL,60649,7,56,7-56,4,1010,Limited Business License,,,1544310,RENEW,,10/15/2016,12/15/2016,N,12/16/2016,12/15/2018,12/15/2016,12/16/2016,AAI,,49,41.758878788,-87.56631047,"(41.75887878840544, -87.56631046987403)"
2299075-20150916,2415133,284012,4,SYED   M  HUSSAIN,LAKE TERRACE CLEANERS,7337 S SOUTH SHORE DR 1ST,CHICAGO,IL,60649,7,45,7-45,3,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,2299075,RENEW,,07/15/2015,09/02/2015,N,09/16/2015,09/15/2017,09/02/2015,09/02/2015,AAI,,,41.763235024,-87.559616682,"(41.76323502386814, -87.55961668246357)"
2211992-20151116,2425916,284367,1,ESTELLA PEGUES,ESTELLA PEGUES,1342 E 76TH ST,CHICAGO,IL,60619,5,12,5-12,4,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2211992,RENEW,,09/15/2015,05/05/2016,N,11/16/2015,11/15/2017,,05/05/2016,AAI,,,41.75700555,-87.591488523,"(41.757005550066, -87.59148852337458)"
2206684-20160516,2455150,285884,1,GREGORY A ROBSON,CLASSIC CLEANING,1722 E 76TH ST,CHICAGO,IL,60649,8,20,8-20,4,4404,Regulated Business License,724,Other Home Occupations,2206684,RENEW,,03/15/2016,05/16/2016,N,05/16/2016,05/15/2018,05/16/2016,05/16/2016,AAI,,,41.757094403,-87.582452312,"(41.75709440260888, -87.58245231208222)"
2217672-20161216,2494375,286134,1,GDE INC.,JANPRO CLEANING,7416 S CLYDE AVE,CHICAGO,IL,60649,7,4,7-4,3,4404,Regulated Business License,724,Other Home Occupations,2217672,RENEW,,10/15/2016,12/14/2016,N,12/16/2016,12/15/2018,12/14/2016,12/15/2016,AAI,,,41.760180799,-87.573828492,"(41.7601807989052, -87.57382849246153)"
2206693-20161216,2494376,286184,2,"ROBERT L. MILLER & ASSOCIATES, INC.",ROBERT L. MILLER & ASSOCIATES,6927 S MERRILL AVE 2 2,CHICAGO,IL,60649,5,40,5-40,3,4404,Regulated Business License,673,Home Repair Services,2206693,RENEW,,10/15/2016,12/12/2016,N,12/16/2016,12/15/2018,12/12/2016,12/13/2016,AAI,,,41.769016625,-87.572561032,"(41.76901662518662, -87.57256103228757)"
1574184-20161216,2494380,286597,1,NGA T. VU,T J NAILS,7621 S JEFFERY BLVD,CHICAGO,IL,60649,8,60,8-60,4,1010,Limited Business License,895,Nail Services,1574184,RENEW,,10/15/2016,11/14/2016,N,12/16/2016,12/15/2018,11/14/2016,11/15/2016,AAI,,,41.75640602,-87.575943494,"(41.756406020255525, -87.57594349365546)"
1574460-20161216,2494381,286695,1,JOHNNIE M. STRIBLING,CROWNING GLORY TOO,2422 E 75TH ST,CHICAGO,IL,60649,7,48,7-48,3,1010,Limited Business License,894,Hair Services,1574460,RENEW,,10/15/2016,12/08/2016,N,12/16/2016,12/15/2018,12/08/2016,12/08/2016,AAI,,49,41.759108599,-87.565461063,"(41.75910859913707, -87.56546106269869)"
1677327-20161216,2494390,287247,2,NAVI PETROLEUM USA INC,MIDWEST,1932 E 75TH ST,CHICAGO,IL,60649,8,57,8-57,3,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1677327,RENEW,,10/15/2016,11/29/2016,N,12/16/2016,12/15/2018,11/29/2016,11/29/2016,AAI,,,41.758973539,-87.577299189,"(41.758973539257624, -87.57729918921719)"
1677326-20161216,2494389,287247,2,NAVI PETROLEUM USA INC,MIDWEST,1932 E 75TH ST,CHICAGO,IL,60649,8,57,8-57,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1677326,RENEW,,10/15/2016,11/29/2016,N,12/16/2016,12/15/2018,11/29/2016,11/29/2016,AAI,,,41.758973539,-87.577299189,"(41.758973539257624, -87.57729918921719)"
1677917-20161216,2494388,287247,2,NAVI PETROLEUM USA INC,MIDWEST,1932 E 75TH ST,CHICAGO,IL,60649,8,57,8-57,3,1275,Filling Station,666,Operation of a Fuel Filling Station,1677917,RENEW,,10/15/2016,11/29/2016,N,12/16/2016,12/15/2018,11/29/2016,11/29/2016,AAI,,,41.758973539,-87.577299189,"(41.758973539257624, -87.57729918921719)"
2220993-20161216,2494391,287470,1,ROCHELLE HOPKINS,LITTLE FOLKS DAYCARE,2527 E 73RD ST,CHICAGO,IL,60649,7,44,7-44,3,1023,Children's Services Facility License,823,"Supervision of, and Care for, Children 2-6 Years of Age, During the Day Between 6am-9pm",2220993,RENEW,,10/15/2016,11/08/2016,N,12/16/2016,12/15/2018,12/10/2016,12/12/2016,AAI,,49,41.762711701,-87.563018333,"(41.76271170146485, -87.56301833268111)"
1577881-20161216,2494395,288136,1,JEWEL SMITH YOUNGBLOOD,ALL EYES ON EGIPT BOOKSTORE,7851 S RIDGELAND AVE,CHICAGO,IL,60649,8,22,8-22,4,1010,Limited Business License,,,1577881,RENEW,,10/15/2016,12/06/2016,N,12/16/2016,12/15/2018,12/06/2016,12/07/2016,AAI,,50,41.75184859,-87.581948682,"(41.75184858958317, -87.58194868214744)"
2327343-20151016,2421189,290726,23,"ADVANCE STORES COMPANY, INCORPORATED",ADVANCE AUTO PARTS # 7536,7118 S STONY ISLAND AVE,CHICAGO,IL,60649,8,9,8-9,3,1010,Limited Business License,792,Sale of Vehicle Parts and Accessories,2327343,RENEW,,08/15/2015,10/15/2015,N,10/16/2015,10/15/2017,10/15/2015,10/16/2015,AAI,,42,41.765411843,-87.586457442,"(41.76541184333649, -87.58645744179877)"
2206825-20161216,2494415,292177,1,ANDRE L. WEST,DREAMQUESTONE.COM,7544 S OGLESBY AVE,CHICAGO,IL,60649,7,34,7-34,4,4404,Regulated Business License,724,Other Home Occupations,2206825,RENEW,,10/15/2016,12/08/2016,N,12/16/2016,12/15/2018,12/08/2016,12/09/2016,AAI,,49,41.757641594,-87.567713146,"(41.75764159366388, -87.56771314560962)"
2108228-20161216,2494424,294163,2,STUDIO 71 INC,STUDIO 71 INC,1834 E 71ST ST 1 1,CHICAGO,IL,60649,5,28,5-28,3,1010,Limited Business License,895,Nail Services,2108228,RENEW,,10/15/2016,12/27/2016,N,12/16/2016,12/15/2018,01/05/2017,01/06/2017,AAI,,42,41.76631412,-87.579880113,"(41.7663141197481, -87.5798801125784)"
1618969-20161016,2485680,294319,1,NATASHA N. ABBEY,ABBEY'S SEAL COATING & PAVING,7801 S SOUTH CHICAGO AVE,CHICAGO,IL,60619,5,12,5-12,4,1010,Limited Business License,,,1618969,RENEW,,08/15/2016,09/12/2016,N,10/16/2016,10/15/2018,09/12/2016,10/20/2016,AAI,,42,41.752904107,-87.587320587,"(41.752904107326984, -87.58732058694696)"
1620442-20160716,2467110,294938,1,"TWELVE SEVENTEEN, INC",MAXWELL STREET GRILL,7901 S SOUTH CHICAGO AVE,CHICAGO,IL,60617,8,11,8-11,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1620442,RENEW,,05/15/2016,09/12/2016,N,07/16/2016,07/15/2018,09/12/2016,09/13/2016,AAI,,50,41.751503749,-87.585437437,"(41.75150374874277, -87.58543743694896)"
